,PUMA_GEOID,PUMA_NAME,UAC_POP,UAC_NAME,UAC_POP
1819,2202302,Regional Planning Commission 5--Jefferson Parish (West Bank) PUMA,62677,"New Orleans, LA",959546
1822,2202000,South Central Planning & Development Commission 2--Lafourche & Assumption Parishes PUMA,62677,"New Orleans, LA",959546
416,0900105,"Stratford, Shelton, Trumbull, Newtown & Monroe Towns PUMA",10162,"Bridgeport--Stamford, CT--NY",953942
415,0900904,"West Haven, Milford & Orange Towns PUMA",10162,"Bridgeport--Stamford, CT--NY",953942
417,0900104,Bridgeport Town PUMA,10162,"Bridgeport--Stamford, CT--NY",953942
418,0900900,New Haven County (Northwest) PUMA,10162,"Bridgeport--Stamford, CT--NY",953942
419,0900903,"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns PUMA",10162,"Bridgeport--Stamford, CT--NY",953942
421,0900101,"Fairfield, New Canaan, Wilton, Weston & Easton Towns PUMA",10162,"Bridgeport--Stamford, CT--NY",953942
423,0900500,Litchfield County PUMA,10162,"Bridgeport--Stamford, CT--NY",953942
424,0900103,"Norwalk, Westport & Darien Towns PUMA",10162,"Bridgeport--Stamford, CT--NY",953942
422,0900100,"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns PUMA",10162,"Bridgeport--Stamford, CT--NY",953942
441,3601201,Erie County (Northwest) PUMA,11350,"Buffalo, NY",931754
439,3601207,Erie County (South) PUMA,11350,"Buffalo, NY",931754
440,3601206,Erie County (West Central)--Buffalo City (West) PUMA,11350,"Buffalo, NY",931754
446,3601202,Erie County (North Central) PUMA,11350,"Buffalo, NY",931754
442,3601101,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,11350,"Buffalo, NY",931754
443,3601102,Niagara County (North & East) PUMA,11350,"Buffalo, NY",931754
444,3601204,Erie County (Central) PUMA,11350,"Buffalo, NY",931754
445,3601205,Erie County (West Central)--Buffalo City (East) PUMA,11350,"Buffalo, NY",931754
447,3601203,Erie County (Northeast) PUMA,11350,"Buffalo, NY",931754
1140,0900302,Hartford Town PUMA,37243,"Hartford, CT",928906
1139,0900304,"Bristol, Southington & Burlington Towns PUMA",37243,"Hartford, CT",928906
1141,0900301,Manchester & East Hartford Towns PUMA,37243,"Hartford, CT",928906
1142,0900306,"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns PUMA",37243,"Hartford, CT",928906
1143,0900305,"New Britain, Berlin & Plainville Towns PUMA",37243,"Hartford, CT",928906
1145,0900300,Hartford County (North) PUMA,37243,"Hartford, CT",928906
1148,0900303,"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns PUMA",37243,"Hartford, CT",928906
1147,0900700,Middlesex County PUMA,37243,"Hartford, CT",928906
1146,0901300,Tolland County PUMA,37243,"Hartford, CT",928906
2267,4001001,Oklahoma County (Southwest)--Oklahoma City (West Central) PUMA,65080,"Oklahoma City, OK",926574
2268,4001005,Oklahoma County (Southeast)--Oklahoma City (East Central) PUMA,65080,"Oklahoma City, OK",926574
2269,4001102,"Pottawatomie (North), Logan & Lincoln Counties--Shawnee City PUMA",65080,"Oklahoma City, OK",926574
2270,4000800,Canadian County--Oklahoma City (West) PUMA,65080,"Oklahoma City, OK",926574
2271,4001002,Oklahoma County (Northwest)--Oklahoma City (Northwest Central) & Bethany Cities PUMA,65080,"Oklahoma City, OK",926574
2272,4001003,Oklahoma County (Northeast)--Edmond & Oklahoma City (North Central) Cities PUMA,65080,"Oklahoma City, OK",926574
2273,4000900,"Cleveland County--Norman, Oklahoma City (South) & Moore Cities PUMA",65080,"Oklahoma City, OK",926574
2274,4001006,Oklahoma County (Central)--Oklahoma City (Central) PUMA,65080,"Oklahoma City, OK",926574
2275,4001004,"Oklahoma County (East)--Midwest, Del & Oklahoma City (Northeast) Cities PUMA",65080,"Oklahoma City, OK",926574
3220,0400206,Tucson City (Northeast) PUMA,88732,"Tucson, AZ",864304
3221,0400209,Tucson City (Southeast) PUMA,88732,"Tucson, AZ",864304
3222,0400207,Tucson City (Northwest) PUMA,88732,"Tucson, AZ",864304
3226,0400204,Pima County (Northeast) PUMA,88732,"Tucson, AZ",864304
3223,0400201,Pima County (West) PUMA,88732,"Tucson, AZ",864304
3224,0400205,Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town PUMA,88732,"Tucson, AZ",864304
3229,0400203,Pima County (North Central)--Oro Valley Town PUMA,88732,"Tucson, AZ",864304
3227,0400208,Tucson City (South) PUMA,88732,"Tucson, AZ",864304
3225,0400202,Tucson (West) & Marana Cities PUMA,88732,"Tucson, AZ",864304
968,4803302,El Paso City (East) PUMA,27253,"El Paso, TX--NM",815581
967,4803304,El Paso City (Central) PUMA,27253,"El Paso, TX--NM",815581
966,4803303,El Paso City (Southeast) PUMA,27253,"El Paso, TX--NM",815581
965,4803301,El Paso County (Outside El Paso City)--Socorro & Horizon Cities PUMA,27253,"El Paso, TX--NM",815581
962,3501001,Doña Ana County (Outer) PUMA,27253,"El Paso, TX--NM",815581
964,4803305,El Paso City (North) PUMA,27253,"El Paso, TX--NM",815581
963,4803306,El Paso City (Northwest) PUMA,27253,"El Paso, TX--NM",815581
1582,4806807,Hidalgo County (North & West) PUMA,52390,"McAllen, TX",788684
1576,4806805,Hidalgo County (Central)--McAllen City PUMA,52390,"McAllen, TX",788684
1577,4806802,Hidalgo County (East)--Alamo & Donna Cities PUMA,52390,"McAllen, TX",788684
1578,4806804,Hidalgo County (North Central)--Edinburg City PUMA,52390,"McAllen, TX",788684
1580,4806803,"Hidalgo County (South Central)--Pharr, San Juan & Hidalgo Cities PUMA",52390,"McAllen, TX",788684
1581,4806806,Hidalgo County (Southwest)--Mission City PUMA,52390,"McAllen, TX",788684
1579,4806801,Hidalgo County (Southeast)--Weslaco & Mercedes Cities PUMA,52390,"McAllen, TX",788684
2286,1902100,Southwest Iowa--Council Bluffs City PUMA,65269,"Omaha, NE--IA",768579
2287,3100701,"Dodge, Cass, Saunders & Washington Counties PUMA",65269,"Omaha, NE--IA",768579
2288,3100903,Douglas County--Omaha City (Northeast) PUMA,65269,"Omaha, NE--IA",768579
2289,3100904,Douglas County--Omaha City (Southeast) PUMA,65269,"Omaha, NE--IA",768579
2290,3100702,Sarpy County--Bellevue City PUMA,65269,"Omaha, NE--IA",768579
2291,3100901,Douglas County--Omaha City (Northwest) PUMA,65269,"Omaha, NE--IA",768579
2292,3100902,Douglas County--Omaha City (Southwest) PUMA,65269,"Omaha, NE--IA",768579
262,0101302,Birmingham City (East) PUMA,07786,"Birmingham, AL",763373
261,0101301,Birmingham City (West) PUMA,07786,"Birmingham, AL",763373
260,0101303,"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA",07786,"Birmingham, AL",763373
259,0100800,St. Clair & Blount Counties PUMA,07786,"Birmingham, AL",763373
258,0101304,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA",07786,"Birmingham, AL",763373
257,0101200,Shelby County PUMA,07786,"Birmingham, AL",763373
256,0101305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA",07786,"Birmingham, AL",763373
43,3500806,Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley) PUMA,01171,"Albuquerque, NM",760578
40,3500805,"Albuquerque City (Northwest Mesa), Paradise Hills & Navajo Nation-Tohajiilee Chapter PUMA",01171,"Albuquerque, NM",760578
41,3500600,Sandoval County PUMA,01171,"Albuquerque, NM",760578
42,3500700,"Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo PUMA",01171,"Albuquerque, NM",760578
44,3500803,Albuquerque City (Southeast Heights) PUMA,01171,"Albuquerque, NM",760578
45,3500804,Albuquerque City (Central) & Bernalillo County (North Valley) PUMA,01171,"Albuquerque, NM",760578
46,3500801,Albuquerque City (Far Northeast Heights) PUMA,01171,"Albuquerque, NM",760578
47,3500802,Albuquerque City (Near Northeast Heights) PUMA,01171,"Albuquerque, NM",760578
810,3904700,Greene County PUMA,22528,"Dayton, OH",725608
814,3904300,Clark County PUMA,22528,"Dayton, OH",725608
813,3904602,"Montgomery County (Northeast)--Huber Heights, Trotwood, Vandalia & Englewood Cities PUMA",22528,"Dayton, OH",725608
812,3904400,Miami County PUMA,22528,"Dayton, OH",725608
811,3904601,Montgomery County (West)--Miamisburg & West Carrollton Cities PUMA,22528,"Dayton, OH",725608
817,3904603,Montgomery County (East Central)--Dayton & Riverside Cities PUMA,22528,"Dayton, OH",725608
809,3904604,Montgomery County (Southeast)--Kettering & Centerville Cities PUMA,22528,"Dayton, OH",725608
2693,3600800,Wayne & Seneca Counties PUMA,75664,"Rochester, NY",724845
2692,3600905,Monroe County (North & West) PUMA,75664,"Rochester, NY",724845
2680,3600904,Monroe County (Central)--Greece & Gates Towns PUMA,75664,"Rochester, NY",724845
2699,3600901,Monroe County (East) PUMA,75664,"Rochester, NY",724845
2697,3600903,Monroe County (Central)--Rochester City (West) PUMA,75664,"Rochester, NY",724845
2671,3600906,Monroe County (South) PUMA,75664,"Rochester, NY",724845
2670,3601400,Ontario & Yates Counties PUMA,75664,"Rochester, NY",724845
2682,3600902,Monroe County (Central)--Rochester City (East) PUMA,75664,"Rochester, NY",724845
2889,1211502,Sarasota County (Central & Gulf Coast) PUMA,79606,"Sarasota--Bradenton, FL",699214
2890,1211503,Sarasota County (East) PUMA,79606,"Sarasota--Bradenton, FL",699214
2887,1208102,Manatee County (West Central) PUMA,79606,"Sarasota--Bradenton, FL",699214
2888,1201500,Charlotte County PUMA,79606,"Sarasota--Bradenton, FL",699214
2892,1208103,Manatee County (South) PUMA,79606,"Sarasota--Bradenton, FL",699214
2893,1208101,Manatee County (North) PUMA,79606,"Sarasota--Bradenton, FL",699214
2891,1211501,Sarasota County (North) PUMA,79606,"Sarasota--Bradenton, FL",699214
1039,0601902,Fresno County (North Central)--Fresno City (North) PUMA,31843,"Fresno, CA",695560
1040,0601906,Fresno County (Central)--Clovis City PUMA,31843,"Fresno, CA",695560
1041,0603900,Madera County--Madera City PUMA,31843,"Fresno, CA",695560
1042,0601907,"Fresno County (East)--Sanger, Reedley & Parlier Cities PUMA",31843,"Fresno, CA",695560
1043,0601904,Fresno County (Central)--Fresno City (Southwest) PUMA,31843,"Fresno, CA",695560
1044,0601903,Fresno County (Central)--Fresno City (East Central) PUMA,31843,"Fresno, CA",695560
1045,0601905,Fresno County (Central)--Fresno City (Southeast) PUMA,31843,"Fresno, CA",695560
1046,0601901,"Fresno County (West)--Selma, Kerman & Coalinga Cities PUMA",31843,"Fresno, CA",695560
3234,4001202,Tulsa County (Southeast)--Tulsa (Southeast) & Broken Arrow (West) Cities PUMA,88948,"Tulsa, OK",691843
3233,4001201,Tulsa County (Central)--Tulsa City (Central) PUMA,88948,"Tulsa, OK",691843
3232,4001301,Rogers (Central) & Wagoner (West) Counties--Claremore City PUMA,88948,"Tulsa, OK",691843
3231,4001203,Tulsa County (North)--Tulsa (North) & Owasso Cities PUMA,88948,"Tulsa, OK",691843
3230,4001204,"Tulsa (West), Creek (Northeast) & Osage (Southeast) Counties--Tulsa City (West) PUMA",88948,"Tulsa, OK",691843
56,4202703,Berks County (East) PUMA,01495,"Allentown, PA--NJ",674800
52,4202802,Lehigh County (South--Outside Allentown & Bethlehem Cities)--Emmaus Borough PUMA,01495,"Allentown, PA--NJ",674800
54,4202801,Carbon & Lehigh (North) Counties PUMA,01495,"Allentown, PA--NJ",674800
55,4202803,Allentown City PUMA,01495,"Allentown, PA--NJ",674800
57,4200600,Monroe County PUMA,01495,"Allentown, PA--NJ",674800
58,4202902,Northampton County (North) PUMA,01495,"Allentown, PA--NJ",674800
59,4202901,Northampton (South) & Lehigh (East) Counties--Bethlehem (East) & Easton Cities PUMA,01495,"Allentown, PA--NJ",674800
712,0601305,Contra Costa County (South)--San Ramon City & Danville Town PUMA,19504,"Concord, CA",657267
713,0601306,"Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities PUMA",19504,"Concord, CA",657267
715,0601307,Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities PUMA,19504,"Concord, CA",657267
716,0600110,"Alameda County (East)--Livermore, Pleasanton & Dublin Cities PUMA",19504,"Concord, CA",657267
3117,2501900,Hampden County (Central)--Springfield City PUMA,83926,"Springfield, MA--CT",628738
3114,2501600,Hampden (West & East) & Hampshire (South) Counties--Northampton City PUMA,83926,"Springfield, MA--CT",628738
3115,2501902,Hampden County (East of Springfield City)--Chicopee City PUMA,83926,"Springfield, MA--CT",628738
3116,2501901,Hampden County (West of Springfield City)--Westfield & Holyoke Cities PUMA,83926,"Springfield, MA--CT",628738
3118,2500200,Franklin & Hampshire (North) Counties PUMA,83926,"Springfield, MA--CT",628738
504,4501203,Charleston (Northeast) & Berkeley (North & East) Counties--Mount Pleasant Town PUMA,15508,"Charleston--North Charleston, SC",617065
506,4501201,Dorchester (North & West) & Berkeley (Southwest) Counties--Summerville Town & Ladson PUMA,15508,"Charleston--North Charleston, SC",617065
505,4501204,"Charleston, Berkeley & Dorchester Counties--North Charleston City PUMA",15508,"Charleston--North Charleston, SC",617065
503,4501202,Charleston (South & West) & Berkeley (South) Counties--Charleston City PUMA,15508,"Charleston--North Charleston, SC",617065
1733,0605901,"Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities PUMA",57709,"Mission Viejo--Lake Forest--San Clemente, CA",612137
1736,0605902,Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities PUMA,57709,"Mission Viejo--Lake Forest--San Clemente, CA",612137
1737,0605915,Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch PUMA,57709,"Mission Viejo--Lake Forest--San Clemente, CA",612137
680,0804102,El Paso County (West Central)--Colorado Springs City (West) PUMA,18856,"Colorado Springs, CO",610617
682,0804104,El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills PUMA,18856,"Colorado Springs, CO",610617
681,0804106,El Paso County (North Central)--Colorado Springs City (North) & Monument Town PUMA,18856,"Colorado Springs, CO",610617
683,0804105,El Paso County (Central)--Colorado Springs City (South) & Security-Widefield PUMA,18856,"Colorado Springs, CO",610617
679,0804101,El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City PUMA,18856,"Colorado Springs, CO",610617
678,0804103,El Paso County (Central)--Colorado Springs City (Central) PUMA,18856,"Colorado Springs, CO",610617
493,1207104,Lee County (Central)--Greater Fort Myers City PUMA,13510,"Cape Coral, FL",604650
491,1207101,Lee County (South & West)--Barrier Islands Region PUMA,13510,"Cape Coral, FL",604650
494,1207105,Lee County (Southeast)--Bonita Springs City & Estero (East) PUMA,13510,"Cape Coral, FL",604650
495,1207102,Lee County (Northwest)--Cape Coral City PUMA,13510,"Cape Coral, FL",604650
496,1207103,Lee County (Northeast)--Lehigh Acres & North Fort Myers PUMA,13510,"Cape Coral, FL",604650
19,3601700,Schenectady County--Schenectady City PUMA,00970,"Albany--Schenectady, NY",603539
29,3602002,Albany County (Outside Albany City) PUMA,00970,"Albany--Schenectady, NY",603539
16,3601900,Rensselaer County--Troy City PUMA,00970,"Albany--Schenectady, NY",603539
30,3602001,Albany County (East Central)--Albany City PUMA,00970,"Albany--Schenectady, NY",603539
20,3601801,Saratoga County (South & Central) PUMA,00970,"Albany--Schenectady, NY",603539
27,3601802,Saratoga County (Outer) PUMA,00970,"Albany--Schenectady, NY",603539
217,2201502,Capital Region Planning Commission 4--East Baton Rouge Parish (North) PUMA,05680,"Baton Rouge, LA",601822
222,2201700,Capital Region Planning Commission 6--Livingston & St. Helena Parishes PUMA,05680,"Baton Rouge, LA",601822
221,2201400,Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West) PUMA,05680,"Baton Rouge, LA",601822
220,2201600,Capital Region Planning Commission 5--Ascension Parish PUMA,05680,"Baton Rouge, LA",601822
219,2201501,Capital Region Planning Commission 3--Baton Rouge City PUMA,05680,"Baton Rouge, LA",601822
218,2201500,Capital Region Planning Commission 2--East Baton Rouge Parish (South) PUMA,05680,"Baton Rouge, LA",601822
1080,2601004,Kent County (North) PUMA,34300,"Grand Rapids, MI",597865
1079,2601003,Kent County (Southeast) PUMA,34300,"Grand Rapids, MI",597865
1088,2601001,Kent County (Southwest) PUMA,34300,"Grand Rapids, MI",597865
1087,2600802,Ottawa County (East) PUMA,34300,"Grand Rapids, MI",597865
1086,2601002,Kent County (Central)--Grand Rapids City Area PUMA,34300,"Grand Rapids, MI",597865
688,4500605,"Kershaw, Richland (South) & Calhoun Counties PUMA",18964,"Columbia, SC",589886
690,4500604,Richland County (Central)--Columbia City PUMA,18964,"Columbia, SC",589886
689,4500601,Lexington (South & West) & Saluda Counties--Lexington Town & Red Bank PUMA,18964,"Columbia, SC",589886
686,4500400,"Cherokee, Newberry, Chester & Union Counties PUMA",18964,"Columbia, SC",589886
691,4500602,"Lexington County (North & East)--West Columbia, Cayce Cities, Irmo Town & Seven Oaks PUMA",18964,"Columbia, SC",589886
687,4500603,Richland (North) & Fairfield Counties--Forest Acres City & Dentsville PUMA,18964,"Columbia, SC",589886
2262,4903001,Tooele & Box Elder Counties PUMA,64945,"Ogden--Layton, UT",586210
2263,4957001,"Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities PUMA",64945,"Ogden--Layton, UT",586210
2264,4957002,Weber County (East)--Ogden (Southeast) & South Ogden Cities PUMA,64945,"Ogden--Layton, UT",586210
2265,4911001,"Davis County (North)--Layton, Clearfield, Kaysville, Syracuse & Clinton Cities PUMA",64945,"Ogden--Layton, UT",586210
1357,4700900,"Campbell, Claiborne, Scott, Morgan & Hancock Counties PUMA",45640,"Knoxville, TN",585372
1360,4701603,Knoxville City PUMA,45640,"Knoxville, TN",585372
1355,4701500,Sevier & Jefferson Counties PUMA,45640,"Knoxville, TN",585372
1359,4701800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",45640,"Knoxville, TN",585372
